candidate_store_id,store_name,brand,admin_dong,road_address,jibun_address,longitude,latitude,candidate_public_facility_direction,store_context_exploration_score,score_transit_access,score_public_health_need,score_worker_flow_need,score_site_feasibility_pool,nearest_subway_station_name,nearest_subway_station_distance_m,subway_station_count_500m,subway_station_count_800m,nearest_medical_name,nearest_medical_distance_m,medical_count_500m,medical_count_800m,other_convenience_count_250m,other_convenience_count_500m,nearest_other_convenience_distance_m,nearest_magok_business_axis_name,nearest_magok_business_axis_distance_m,nearest_gimpo_airport_axis_name,nearest_gimpo_airport_axis_distance_m,resident_population,households,avg_household_size,share_20_39_pct,share_60_plus_pct,inbound_to_candidate,outbound_from_candidate,candidate_internal_or_between,final_score,final_rank,source_store_id,sido,sigungu,legal_dong,address,biz_l1,biz_l2,biz_l3,ksic_name,is_known_chain_brand,other_convenience_count_100m,other_convenience_count_800m,medical_count_300m,medical_count_1000m,subway_station_count_300m,subway_station_count_1000m,magok_business_axis_count_500m,magok_business_axis_count_1000m,magok_business_axis_count_1500m,magok_business_axis_count_2000m,gimpo_airport_axis_count_500m,gimpo_airport_axis_count_1000m,gimpo_airport_axis_count_1500m,gimpo_airport_axis_count_2000m
GS_CONV_0452,세븐일레븐송정로점,세븐일레븐,공항동,서울특별시 강서구 송정로 60,서울특별시 강서구 공항동 53-58,126.810162507251,37.5601412911009,청년·직장인 생활지원/쉼터형 공공시설,0.6185563402807754,0.7832182366744888,0.3972222222222222,0.6501585594028527,0.6436263428235383,송정(5호선),197.3,2,6,송정한의원,22.4,35,46,11,23,0.0,마곡(5호선),1347.4,김포공항(서해선),561.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202411A0126680,서울특별시,강서구,공항동,서울특별시 강서구 송정로 60,소매,종합 소매,편의점,섬유; 의복; 신발 및 가죽제품 중개업,True,2,36,23,64,1,8,0,0,1,3,0,5,5,5
GS_CONV_0233,지에스25S9점,GS25,가양1동,서울특별시 강서구 마곡중앙5로 2,서울특별시 강서구 마곡동 760-3,126.827520356864,37.5667902403508,청년·직장인 생활지원/쉼터형 공공시설,0.6154944713404819,0.6991149849145156,0.10833333333333334,0.9360470552748662,0.7184825118392122,마곡나루(9호선),18.6,2,3,강서채움치과의원,58.3,39,71,7,18,101.1,마곡나루(9호선),18.6,김포공항(서해선),2140.5,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220808368900,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙5로 2,소매,종합 소매,편의점,체인화 편의점,True,0,39,27,146,2,4,2,3,4,4,0,0,0,0
GS_CONV_0289,센테니아111호,기타/미분류,가양1동,서울특별시 강서구 공항대로 219,서울특별시 강서구 마곡동 774-3,126.832018765402,37.5596338127518,청년·직장인 생활지원/쉼터형 공공시설,0.6129398110614815,0.5175025142474019,0.18333333333333335,0.8811003025725987,0.8698230940925923,발산(5호선),511.1,0,3,대선한의원,0.8,66,205,13,35,53.4,발산(5호선),511.1,김포공항(서해선),2471.6,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220805604810,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 219,소매,종합 소매,편의점,체인화 편의점,False,2,73,33,250,0,4,0,4,4,4,0,0,0,0
GS_CONV_0278,집밥뚝딱,기타/미분류,가양1동,서울특별시 강서구 강서로 419,서울특별시 강서구 마곡동 793,126.839209800459,37.5629775093995,청년·직장인 생활지원/쉼터형 공공시설,0.6096387856278919,0.4695306738183037,0.2388888888888889,0.8627109028529851,0.8674246769513897,발산(5호선),505.6,0,2,이홍근정형외과의원,90.3,86,175,9,35,60.5,발산(5호선),505.6,김포공항(서해선),3097.9,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220813069737,서울특별시,강서구,마곡동,서울특별시 강서구 강서로 419,소매,종합 소매,편의점,한식 일반 음식점업,False,3,74,15,201,0,2,0,1,4,4,0,0,0,0
GS_CONV_0247,세븐S송정역점주,세븐일레븐,공항동,서울특별시 강서구 공항대로 43,서울특별시 강서구 공항동 27-1,126.812162374993,37.5615049930147,청년·직장인 생활지원/쉼터형 공공시설,0.6090969214133594,0.7414448541736507,0.4222222222222222,0.660912448252208,0.6118081610053564,송정(5호선),39.4,2,4,수앤미의원,77.9,44,63,8,19,0.0,마곡(5호선),1180.3,김포공항(서해선),711.0,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220800543844,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 43,소매,종합 소매,편의점,체인화 편의점,True,2,40,27,85,2,8,0,0,3,3,0,5,5,5
GS_CONV_0075,씨유송정역점,CU,공항동,서울특별시 강서구 공항대로 43,서울특별시 강서구 공항동 27-1,126.812162374993,37.5615049930147,청년·직장인 생활지원/쉼터형 공공시설,0.6090969214133594,0.7414448541736507,0.4222222222222222,0.660912448252208,0.6118081610053564,송정(5호선),39.4,2,4,수앤미의원,77.9,44,63,8,19,0.0,마곡(5호선),1180.3,김포공항(서해선),711.0,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220805514742,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 43,소매,종합 소매,편의점,체인화 편의점,True,2,40,27,85,2,8,0,0,3,3,0,5,5,5
GS_CONV_0489,세븐일레븐발,세븐일레븐,등촌3동,서울특별시 강서구 강서로 378,서울특별시 강서구 등촌동 674-1,126.838844307398,37.5592558981978,청년·직장인 생활지원/쉼터형 공공시설,0.6071764668551084,0.5591786791820316,0.35000000000000003,0.7622366314955793,0.7572905567428228,발산(5호선),126.9,1,1,도현한의원,24.0,126,182,20,42,0.0,발산(5호선),126.9,김포공항(서해선),3074.6,,,,,,25008.09625,14037.753928571428,8047.224375,33.27001119777649,5.0,MA0101202505A0077564,서울특별시,강서구,등촌동,서울특별시 강서구 강서로 378,소매,종합 소매,편의점,섬유; 의복; 신발 및 가죽제품 중개업,True,2,65,99,211,1,1,1,1,4,4,0,0,0,0
GS_CONV_0351,세븐발산본점,세븐일레븐,등촌3동,서울특별시 강서구 강서로 378,서울특별시 강서구 등촌동 674-1,126.838844307398,37.5592558981978,청년·직장인 생활지원/쉼터형 공공시설,0.6071764668551084,0.5591786791820316,0.35000000000000003,0.7622366314955793,0.7572905567428228,발산(5호선),126.9,1,1,도현한의원,24.0,126,182,20,42,0.0,발산(5호선),126.9,김포공항(서해선),3074.6,,,,,,25008.09625,14037.753928571428,8047.224375,33.27001119777649,5.0,MA0101202306A0037064,서울특별시,강서구,등촌동,서울특별시 강서구 강서로 378,소매,종합 소매,편의점,체인화 편의점,True,2,65,99,211,1,1,1,1,4,4,0,0,0,0
GS_CONV_0035,이마트24마곡,이마트24,가양1동,서울특별시 강서구 공항대로 213,서울특별시 강서구 마곡동 774-2,126.831373501823,37.5596959626564,청년·직장인 생활지원/쉼터형 공공시설,0.6071394591285653,0.5123399262487429,0.2138888888888889,0.8815506404128154,0.820778380963814,마곡(5호선),525.1,0,3,대선한의원,56.5,77,204,12,29,57.3,마곡(5호선),525.1,김포공항(서해선),2414.3,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220805219230,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 213,소매,종합 소매,편의점,체인화 편의점,True,2,72,28,251,0,4,0,4,4,4,0,0,0,0
GS_CONV_0404,지에스25공항센트레빌점,GS25,공항동,서울특별시 강서구 공항대로2길 18,서울특별시 강서구 공항동 72-9,126.808542790745,37.5606252132985,청년·직장인 생활지원/쉼터형 공공시설,0.6062949800361064,0.7921387864565874,0.4,0.6416556021233045,0.5913855315645338,송정(5호선),308.7,3,7,미앤슬현대의원,72.5,36,47,7,22,131.1,마곡(5호선),1490.9,김포공항(서해선),409.4,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202406A0488744,서울특별시,강서구,공항동,서울특별시 강서구 공항대로2길 18,소매,종합 소매,편의점,체인화 편의점,True,0,34,22,53,0,7,0,0,1,3,1,5,5,5
GS_CONV_0178,웰튼,기타/미분류,가양1동,서울특별시 강서구 마곡중앙5로 22,서울특별시 강서구 마곡동 759-2,126.825300759838,37.5672464841078,청년·직장인 생활지원/쉼터형 공공시설,0.6062441626410525,0.6879014415018438,0.10833333333333334,0.9261024292310039,0.7026394464980288,마곡나루(9호선),184.6,2,4,감자와눈사람여성의원,0.4,39,82,7,18,148.0,마곡나루(9호선),184.6,김포공항(서해선),1967.8,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220806482989,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙5로 22,소매,종합 소매,편의점,체인화 편의점,False,0,37,31,138,2,4,2,3,4,4,0,0,0,1
GS_CONV_0018,세븐일레븐에스송정역점,세븐일레븐,공항동,서울특별시 강서구 공항대로 33,서울특별시 강서구 공항동 29-5,126.811064578757,37.561476211497,청년·직장인 생활지원/쉼터형 공공시설,0.5988324909135114,0.724113308749581,0.4222222222222222,0.6550899489281166,0.5939044837541259,송정(5호선),86.4,2,4,제이산부인과의원,51.9,44,49,10,19,53.0,마곡(5호선),1276.0,김포공항(서해선),614.4,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220807053488,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 33,소매,종합 소매,편의점,체인화 편의점,True,3,36,28,85,2,8,0,0,1,3,0,5,5,5
GS_CONV_0517,GS25 강서송정역,GS25,공항동,서울특별시 강서구 공항대로 34,서울특별시 강서구 공항동 42-22,126.810952580705,37.561007514565,청년·직장인 생활지원/쉼터형 공공시설,0.5955512968108467,0.7220113979215556,0.41944444444444445,0.6547994065778067,0.5859499382995804,송정(5호선),92.1,2,4,송정가정의학과의원,5.7,43,49,10,18,53.0,마곡(5호선),1281.0,김포공항(서해선),608.9,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0106202601A1419443,서울특별시,강서구,공항동,서울특별시 강서구 공항대로 34,소매,종합 소매,편의점,슈퍼마켓,True,2,38,24,86,1,8,0,0,1,3,0,5,5,5
GS_CONV_0292,이마트24마곡,이마트24,가양1동,서울특별시 강서구 마곡중앙로 161-11,서울특별시 강서구 마곡동 760-1,126.826725334564,37.5679513594176,청년·직장인 생활지원/쉼터형 공공시설,0.5908836149759091,0.6042373449547436,0.1,0.9257999283239902,0.7334971866249032,마곡나루(9호선),140.3,2,2,독일치과의원,7.0,36,62,9,19,80.2,마곡나루(9호선),140.3,김포공항(서해선),2111.9,,,,,,32189.755,18221.3075,12016.621875,63.7138403340396,2.0,MA010120220805338733,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙로 161-11,소매,종합 소매,편의점,체인화 편의점,True,2,34,31,122,2,4,2,3,4,4,0,0,0,0
GS_CONV_0503,씨유(CU) 강서발산역점,CU,등촌3동,서울특별시 강서구 강서로56길 16,서울특별시 강서구 등촌동 674-3,126.83962491195,37.5594101304375,청년·직장인 생활지원/쉼터형 공공시설,0.5901073376977554,0.5341770030170969,0.3388888888888889,0.7540232930311231,0.7333401658539125,발산(5호선),194.7,1,1,오스톤치과의원,0.2,122,177,18,42,70.9,발산(5호선),194.7,김포공항(서해선),3141.7,,,,,,25008.09625,14037.753928571428,8047.224375,33.27001119777649,5.0,MA0106202508A0709318,서울특별시,강서구,등촌동,서울특별시 강서구 강서로56길 16,소매,종합 소매,편의점,슈퍼마켓,True,2,67,97,212,1,1,1,1,4,4,0,0,0,0
GS_CONV_0136,세븐마곡홈앤쇼핑점,세븐일레븐,공항동,서울특별시 강서구 공항대로 140,서울특별시 강서구 마곡동 746-1,126.823248380239,37.5591975408206,청년·직장인 생활지원/쉼터형 공공시설,0.5879546255882778,0.5738518270197788,0.4638888888888889,0.7181787163481779,0.5958990700962655,마곡(5호선),222.7,1,2,연세탄탄의원,63.2,59,92,7,17,0.0,마곡(5호선),222.7,김포공항(서해선),1710.6,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220813703648,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 140,소매,종합 소매,편의점,체인화 편의점,True,2,45,40,149,1,3,1,3,4,4,0,0,0,5
GS_CONV_0397,세븐일레븐마곡홈앤쇼핑점,세븐일레븐,공항동,서울특별시 강서구 공항대로 140,서울특별시 강서구 마곡동 746-1,126.823248380239,37.5591975408206,청년·직장인 생활지원/쉼터형 공공시설,0.5879546255882778,0.5738518270197788,0.4638888888888889,0.7181787163481779,0.5958990700962655,마곡(5호선),222.7,1,2,연세탄탄의원,63.2,59,92,7,17,0.0,마곡(5호선),222.7,김포공항(서해선),1710.6,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202406A0126213,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 140,소매,종합 소매,편의점,섬유; 의복; 신발 및 가죽제품 중개업,True,2,45,40,149,1,3,1,3,4,4,0,0,0,5
GS_CONV_0460,씨유강서다온점,CU,우장산동,서울특별시 강서구 강서로52길 42,서울특별시 강서구 내발산동 651,126.840477768322,37.5575282035983,생활건강·돌봄 상담형 공공시설,0.5852315840949176,0.5046396245390546,0.6083333333333334,0.5235158114296357,0.7044375670776468,발산(5호선),274.8,1,1,리엘의원,52.1,111,181,9,34,152.4,발산(5호선),274.8,김포공항(서해선),3239.9,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA0101202502A0091751,서울특별시,강서구,내발산동,서울특별시 강서구 강서로52길 42,소매,종합 소매,편의점,체인화 편의점,True,0,61,49,218,1,1,1,1,3,4,0,0,0,0
GS_CONV_0363,지에스25공항하늘점,GS25,공항동,서울특별시 강서구 방화대로21나길 34,서울특별시 강서구 공항동 18-9,126.812382886961,37.5638389214283,청년·직장인 생활지원/쉼터형 공공시설,0.5849030319912359,0.7003654039557492,0.425,0.6554563262944998,0.5587903977146947,공항시장(9호선),150.8,2,4,소망한의원,99.7,45,83,4,18,133.4,마곡(5호선),1221.3,김포공항(서해선),767.8,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202310A0043459,서울특별시,강서구,공항동,서울특별시 강서구 방화대로21나길 34,소매,종합 소매,편의점,체인화 편의점,True,0,39,23,93,2,8,0,0,3,3,0,5,5,5
GS_CONV_0505,세븐일레븐 마곡엠비즈타워점,세븐일레븐,발산1동,서울특별시 강서구 마곡중앙로 59-11,서울특별시 강서구 마곡동 798-8,126.825286371625,37.5588672056446,청년·직장인 생활지원/쉼터형 공공시설,0.5820511355731436,0.6017666778410996,0.18055555555555558,0.7353065922662502,0.810575716629669,마곡(5호선),147.0,1,2,마곡코엔이비인후과의원,54.3,65,108,9,22,42.7,마곡(5호선),147.0,김포공항(서해선),1893.9,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA0106202507A2321204,서울특별시,강서구,마곡동,서울특별시 강서구 마곡중앙로 59-11,소매,종합 소매,편의점,슈퍼마켓,True,3,50,51,147,1,3,1,3,4,4,0,0,0,1
GS_CONV_0010,이마트24마곡지웰점,이마트24,발산1동,서울특별시 강서구 공항대로 200,서울특별시 강서구 마곡동 799-4,126.829473753061,37.5589634273402,청년·직장인 생활지원/쉼터형 공공시설,0.5814517784510438,0.5658833389205499,0.225,0.7030870576485392,0.831836717235086,마곡(5호선),379.9,1,3,비아프의원,0.1,81,189,13,27,97.5,마곡(5호선),379.9,김포공항(서해선),2257.2,,,,,,21796.30875,12452.342142857144,8676.1075,70.341443247091,1.0,MA010120220811733674,서울특별시,강서구,마곡동,서울특별시 강서구 공항대로 200,소매,종합 소매,편의점,체인화 편의점,True,1,62,47,251,0,4,1,4,4,4,0,0,0,0
GS_CONV_0086,지에스25송정가온점,GS25,공항동,서울특별시 강서구 공항대로7길 27,서울특별시 강서구 공항동 22-4,126.812804558776,37.5626863169061,청년·직장인 생활지원/쉼터형 공공시설,0.580909367737845,0.6887127053302045,0.4222222222222222,0.6618666911388036,0.5508358522601493,송정(5호선),182.4,2,4,수앤미의원,141.4,44,85,6,17,133.4,마곡(5호선),1148.7,김포공항(서해선),775.0,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA010120220812409216,서울특별시,강서구,공항동,서울특별시 강서구 공항대로7길 27,소매,종합 소매,편의점,체인화 편의점,True,0,45,35,86,2,7,0,0,3,3,0,4,5,5
GS_CONV_0096,세븐화곡스타점,세븐일레븐,우장산동,서울특별시 강서구 화곡로31길 85,서울특별시 강서구 화곡동 1031-3,126.838695497448,37.5442811201815,생활건강·돌봄 상담형 공공시설,0.5802053675070782,0.5287898089171975,0.7,0.3917943949872196,0.7002372661238954,화곡(5호선),344.9,1,2,서울큰나무병원,63.6,144,195,5,27,0.0,발산(5호선),1594.5,김포공항(서해선),3612.8,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA010120220806564008,서울특별시,강서구,화곡동,서울특별시 강서구 화곡로31길 85,소매,종합 소매,편의점,체인화 편의점,True,1,52,34,209,0,2,0,0,0,1,0,0,0,0
GS_CONV_0234,세븐일레븐화곡스타,세븐일레븐,우장산동,서울특별시 강서구 화곡로31길 85,서울특별시 강서구 화곡동 1031-3,126.838695497448,37.5442811201815,생활건강·돌봄 상담형 공공시설,0.5802053675070782,0.5287898089171975,0.7,0.3917943949872196,0.7002372661238954,화곡(5호선),344.9,1,2,서울큰나무병원,63.6,144,195,5,27,0.0,발산(5호선),1594.5,김포공항(서해선),3612.8,43635.0,17444.0,2.501433157532676,24.50097398877048,23.16947404606394,13356.805625,8045.507777777778,5394.36125,43.44745871606118,3.0,MA010120220800462604,서울특별시,강서구,화곡동,서울특별시 강서구 화곡로31길 85,소매,종합 소매,편의점,체인화 편의점,True,1,52,34,209,0,2,0,0,0,1,0,0,0,0
GS_CONV_0451,씨유강서하늘점,CU,공항동,서울특별시 강서구 송정로 49,서울특별시 강서구 공항동 60-12,126.810244132347,37.5591953768127,청년·직장인 생활지원/쉼터형 공공시설,0.5800605077144513,0.7069259135098894,0.37222222222222223,0.6489813145750138,0.5921125805506794,송정(5호선),268.6,1,5,송정한의원,86.5,26,46,8,21,105.4,마곡(5호선),1344.7,김포공항(서해선),609.0,28496.0,13739.0,2.0740956401484825,27.89163391353172,23.880544637843908,20963.2595,14912.72535714286,8892.7505,39.39498515657538,4.0,MA0101202411A0037907,서울특별시,강서구,공항동,서울특별시 강서구 송정로 49,소매,종합 소매,편의점,체인화 편의점,True,0,33,18,52,1,7,0,0,1,3,0,5,5,5
